ID,Name
768,
128,How...
769,
770,
771,
772,
773,
774,
129,Where...
775,
776,
777,
778,
779,
780,
130,When...
781,
782,
783,
784,
785,
786,
131,Why...
787,
788,
789,
790,
791,
792,
132,Tell...
793,
794,
795,
796,
797,
798,
133,Significant Other
799,Want
800,How?
801,Where?
802,When?
803,Why?
804,Tell...
134,Children
805,Want
806,How?
807,Where?
808,When?
809,Why?
810,Tell...
135,Parents
811,Want
812,How?
813,Where?
814,When?
815,Why?
816,Tell...
136,Siblings
817,Want
818,How?
819,Where?
820,When?
821,Why?
822,Tell...
137,Friend
823,Want
824,How?
825,Where?
826,When?
827,Why?
828,Tell...
138,Contact...
829,
830,
831,
832,
833,
834,
139,Contact
835,
836,
837,
838,
839,
840,
140,Bible/Religious book
841,Read
842,Look up...
843,
844,
845,
846,
141,Music
847,Play
848,Radio
849,
850,
851,
852,
142,Lights
853,On
854,Off
855,Too bright
856,Too dim
857,Blinds open
858,Blinds closed
143,Pray
859,Quiet
860,Bible
861,Read
862,Google search
863,Music
864,
144,Family/Friends
865,
866,
867,
868,
869,
870,
145,Physical therapist
871,Want
872,How?
873,Where?
874,When?
875,Why?
876,Tell...
146,Emotional therapist
877,Want
878,How?
879,Where?
880,When?
881,Why?
882,Tell...
147,Chaplain/Priest
883,Want
884,How?
885,Where?
886,When?
887,Why?
888,Tell...
148,Occupational therapist
889,Want
890,How?
891,Where?
892,When?
893,Why?
894,Tell...
149,Family/Friends
895,
896,
897,
898,
899,
900,
150,Psychiatrist
901,Want
902,How?
903,Where?
904,When?
905,Why?
906,Tell...
151,Roll over
907,To left side
908,To right side
909,On back
910,On front
911,
912,
152,Sit up
913,In bed
914,On chair
915,Watch TV
916,Read book
917,Neck/Head
918,Back
153,Adjust bed up
919,
920,
921,
922,
923,
924,
154,Adjust bed down
925,
926,
927,
928,
929,
930,
155,Pillow
931,More
932,Less
933,Too soft
934,Too hard
935,Change
936,Itchy
156,Blanket
937,On
938,Off
939,Hot
940,Cold
941,Itchy
942,
157,On
943,
944,
945,
946,
947,
948,
158,Off
949,
950,
951,
952,
953,
954,
159,Too bright
955,
956,
957,
958,
959,
960,
160,Too dim
961,
962,
963,
964,
965,
966,
161,Blinds open
967,
968,
969,
970,
971,
972,
162,Blinds closed
973,
974,
975,
976,
977,
978,
163,Open
979,
980,
981,
982,
983,
984,
164,Close
985,
986,
987,
988,
989,
990,
165,Blinds open
991,
992,
993,
994,
995,
996,
166,Blinds closed
997,
998,
999,
1000,
1001,
1002,
167,
1003,
1004,
1005,
1006,
1007,
1008,
168,
1009,
1010,
1011,
1012,
1013,
1014,
169,Hot
1015,Too much
1016,Too little
1017,
1018,
1019,
1020,
170,Cold
1021,Too much
1022,Too little
1023,
1024,
1025,
1026,
171,Humid
1027,Too much
1028,Too little
1029,
1030,
1031,
1032,
172,Dry
1033,Too much
1034,Too little
1035,
1036,
1037,
1038,
173,Blanket
1039,On
1040,Off
1041,Hot
1042,Cold
1043,Itchy
1044,
174,Clothes
1045,More
1046,Less
1047,Too thin
1048,Too thick
1049,Itchy
1050,Change
175,Glasses
1051,Put on
1052,Take off
1053,Contacts
1054,Reading
1055,Clean
1056,
176,Dentures
1057,Put on
1058,Take off
1059,Clean
1060,
1061,
1062,
177,Phone
1063,Want
1064,Check
1065,Charge
1066,Turn off
1067,Read messages
1068,Call
178,Wallet
1069,Card
1070,Cash
1071,Write cheque
1072,
1073,
1074,
179,TV/Radio
1075,On
1076,Off
1077,Change channel/station
1078,Too loud
1079,Too quiet
1080,Too bright screen
180,Keys
1081,Want
1082,Give to...
1083,Where?
1084,
1085,
1086,
181,Open
1087,
1088,
1089,
1090,
1091,
1092,
182,Close
1093,
1094,
1095,
1096,
1097,
1098,
183,Half open
1099,
1100,
1101,
1102,
1103,
1104,
184,Light
1105,Too much
1106,Too little
1107,
1108,
1109,
1110,
185,Noise
1111,Too much
1112,Too little
1113,TV/Radio/Music off
1114,TV/Radio/Music on
1115,Alarm
1116,Voices
186,
1117,
1118,
1119,
1120,
1121,
1122,
187,Level of hunger
1123,[numerical scale]
1124,
1125,
1126,
1127,
1128,
188,Food
1129,Sweet
1130,Savoury
1131,
1132,
1133,
1134,
189,Nausea
1135,Want more food
1136,Want less food
1137,Allergy/sensitivity
1138,Smell
1139,Craving
1140,
190,Home-cooked
1141,Want
1142,Miss
1143,Smell/Taste
1144,Contact...
1145,
1146,
191,Cravings
1147,Sweet
1148,Savoury
1149,Salty
1150,Sour
1151,Bitter
1152,Umami
192,Sensitivities
1153,Allergy
1154,Stomach ache
1155,Nausea
1156,Diarrhea
1157,Constipation
1158,Smell
193,Level of thirst
1159,[numerical scale]
1160,
1161,
1162,
1163,
1164,
194,Water
1165,Want more
1166,Want less
1167,Cold
1168,Hot
1169,IV fluids
1170,
195,Drinks
1171,Hot
1172,Cold
1173,
1174,
1175,
1176,
196,Dry throat
1177,Itchy
1178,Pain
1179,Constricted
1180,Medication
1181,Temperature
1182,
197,
1183,
1184,
1185,
1186,
1187,
1188,
198,
1189,
1190,
1191,
1192,
1193,
1194,
199,Hot
1195,
1196,
1197,
1198,
1199,
1200,
200,Cold
1201,
1202,
1203,
1204,
1205,
1206,
201,Sweaty
1207,
1208,
1209,
1210,
1211,
1212,
202,Blanket
1213,On
1214,Off
1215,Hot
1216,Cold
1217,Itchy
1218,
203,Clothes
1219,More
1220,Less
1221,Too thin
1222,Too thick
1223,Itchy
1224,Change
204,Humidity
1225,Too humid
1226,Too dry
1227,Sweaty
1228,Dry mouth
1229,Trouble breathing
1230,Thirsty
205,Roll over
1231,To left side
1232,To right side
1233,On back
1234,On front
1235,
1236,
206,Sit up
1237,In bed
1238,On chair
1239,Watch TV
1240,Read book
1241,Neck/Head
1242,Back
207,Adjust bed up
1243,
1244,
1245,
1246,
1247,
1248,
208,Adjust bed down
1249,
1250,
1251,
1252,
1253,
1254,
209,Pillow
1255,More
1256,Less
1257,Too soft
1258,Too hard
1259,Change
1260,Itchy
210,Blanket
1261,On
1262,Off
1263,Hot
1264,Cold
1265,Itchy
1266,
211,Level of pain
1267,[numerical scale]
1268,
1269,
1270,
1271,
1272,
212,Location of pain
1273,[image of body]
1274,
1275,
1276,
1277,
1278,
213,Pulsing
1279,
1280,
1281,
1282,
1283,
1284,
214,Constant
1285,
1286,
1287,
1288,
1289,
1290,
215,Sharp
1291,
1292,
1293,
1294,
1295,
1296,
216,Dull
1297,
1298,
1299,
1300,
1301,
1302,
217,Help me with...
1303,Pain
1304,Sitting
1305,Walking
1306,Eating/Drinking
1307,Toilet
1308,Bathing
218,Toilet
1309,Urination
1310,Defecation
1311,Change sheets
1312,Change diaper
1313,Sores/rash
1314,Uncomfortable
219,Brush teeth
1315,
1316,
1317,
1318,
1319,
1320,
220,Wash
1321,Hands
1322,Face
1323,Body
1324,Sheets
1325,
1326,
221,Change sheets
1327,
1328,
1329,
1330,
1331,
1332,
222,Massage
1333,
1334,
1335,
1336,
1337,
1338,
223,Boss
1339,Contact
1340,Pay
1341,Insurance
1342,Worried
1343,Tell...
1344,Ask...
224,Coworker
1345,Contact
1346,Pay
1347,Insurance
1348,Worried
1349,Tell...
1350,Ask...
225,Employee
1351,Contact
1352,Pay
1353,Insurance
1354,Worried
1355,Tell...
1356,Ask...
226,Email...
1357,Boss
1358,Coworker
1359,Employee
1360,Client
1361,
1362,
227,Finances
1363,Pay
1364,Withdraw/deposit
1365,Amount
1366,Documents
1367,Coverage
1368,Contact...
228,Insurance
1369,Pay
1370,Amount
1371,Documents
1372,Coverage
1373,Contact...
1374,
229,Tuition/Fees
1375,Pay
1376,Amount
1377,Contact...
1378,
1379,
1380,
230,Children
1381,Tell...
1382,What?
1383,Where?
1384,When?
1385,Why?
1386,How?
231,Teacher
1387,Tell...
1388,What?
1389,Where?
1390,When?
1391,Why?
1392,How?
232,Study
1393,Test/quiz
1394,Exam
1395,Notes
1396,Textbook
1397,
1398,
233,Grades
1399,What are they?
1400,Pass
1401,Fail
1402,High
1403,Low
1404,
234,
1405,
1406,
1407,
1408,
1409,
1410,
235,Family
1411,where
1412,when
1413,call
1414,miss
1415,
1416,
236,Significant Other
1417,Want
1418,How?
1419,Where?
1420,When?
1421,Why?
1422,Tell...
237,Finances
1423,Bill
1424,Mortage
1425,Repair
1426,
1427,
1428,
238,Item
1429,Phone
1430,Wallet
1431,Keys
1432,Clothing
1433,
1434,
239,Pet
1435,Feed
1436,Walk
1437,Let out
1438,Put in cage
1439,Vet
1440,Give medicine
240,
1441,
1442,
1443,
1444,
1445,
1446,
241,Bills
1447,House
1448,Car
1449,Groceries
1450,
1451,
1452,
242,Mortgage
1453,check
1454,call family/friend
1455,worried
1456,
1457,
1458,
243,Paycheck
1459,Deposit
1460,Pick up
1461,Write cheque
1462,Amount
1463,Where?
1464,When?
244,Insurance
1465,Health
1466,Home
1467,Travel
1468,Car
1469,Work
1470,Life
245,Other fees
1471,Mechanic
1472,Groceries
1473,Re-imbursement
1474,Write cheque
1475,
1476,
246,Wallet
1477,Where?
1478,Card
1479,Cash
1480,Write cheque
1481,
1482,
247,Grocery
1483,Fruits/Vegetables
1484,Dairy
1485,Meat
1486,Grains
1487,Sweets
1488,Bakery
248,Pharmacy
1489,Order
1490,Pick up
1491,Pay
1492,Call/Ask
1493,Coverage
1494,Amount
249,Mall
1495,Clothes
1496,Shoes
1497,Accessories
1498,
1499,
1500,
250,Library
1501,Take out book
1502,Return book
1503,Look up...
1504,
1505,
1506,
251,Pet store
1507,Food
1508,Vet
1509,Medicine
1510,
1511,
1512,
252,
1513,
1514,
1515,
1516,
1517,
1518,
253,Priest
1519,Want
1520,How...
1521,Where...
1522,When...
1523,Why...
1524,Tell...
254,Chaplain
1525,Want
1526,How...
1527,Where...
1528,When...
1529,Why...
1530,Tell...
255,Family/Friend
1531,Want
1532,How...
1533,Where...
1534,When...
1535,Why...
1536,Tell...
256,Bible/Religious book
1537,Read
1538,Look up...
1539,
1540,
1541,
1542,
257,Pray
1543,call chaplin
1544,call family/friend
1545,Bible
1546,Read
1547,Music
1548,Google search
258,Music
1549,Play
1550,Stop
1551,Radio
1552,
1553,
1554,
